date,transaction,money_flow,transaction_type,location,transaction_description,signed_amount,auto_bucket,bucket_override,final_bucket
2026-02-18,690,Money Out,TO_CONFIRM,TO_CONFIRM,تركيب وتصميم ملصق التحدي,-690.0,Review,TO_CONFIRM,Review
2026-02-12,700,Money Out,TO_CONFIRM,TO_CONFIRM,نقل عدد اثنان ماكينه,-700.0,Review,TO_CONFIRM,Review
2026-02-13,130,Money Out,TO_CONFIRM,TO_CONFIRM,ايجار وعمال,-130.0,Review,TO_CONFIRM,Review
2026-02-15,3000,Money Out,Rent,deplomacyMall,ايجارسته شهور دبلوماسي من شهر 9 - الى شهر 2,-3000.0,Fixed Costs,TO_CONFIRM,Fixed Costs
2026-02-16,2800,Money Out,Rent,HTMall,ايجار اتش تي ,-2800.0,Fixed Costs,TO_CONFIRM,Fixed Costs
2026-02-17,260,Money Out,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,-260.0,Review,TO_CONFIRM,Review
2026-02-20,7500,Money Out,TO_CONFIRM,TO_CONFIRM,تعديل ميزانيه,-7500.0,Review,TO_CONFIRM,Review
2026-02-20,500,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-500.0,Owner Draw,TO_CONFIRM,Owner Draw
2026-02-21,1487,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1487.0,Inventory,TO_CONFIRM,Inventory
2026-02-28,2308,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2308.0,Inventory,TO_CONFIRM,Inventory
2026-02-28,549,Money In,Revenue,SeaCost,TO_CONFIRM,549.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,2380,Money In,Revenue,SeaCost2,TO_CONFIRM,2380.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,2433,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,2433.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,1129,Money In,Revenue,Istiklal,TO_CONFIRM,1129.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,505,Money In,Revenue,deplomacyMall,TO_CONFIRM,505.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,2486,Money In,Revenue,HTLand,TO_CONFIRM,2486.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,2987,Money In,Revenue,HTMall,TO_CONFIRM,2987.0,Inflow,TO_CONFIRM,Inflow
2026-02-28,328.75,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-328.75,Owner Draw,TO_CONFIRM,Owner Draw
2026-03-01,1600,Money Out,Ahmed,TO_CONFIRM,TO_CONFIRM,-1600.0,Operations,TO_CONFIRM,Operations
2026-03-03,1058,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1058.0,Inventory,TO_CONFIRM,Inventory
2026-03-07,2006,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2006.0,Inventory,TO_CONFIRM,Inventory
2026-03-10,2844,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2844.0,Inventory,TO_CONFIRM,Inventory
2026-03-13,561,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-561.0,Owner Draw,TO_CONFIRM,Owner Draw
2026-03-15,3184,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-3184.0,Inventory,TO_CONFIRM,Inventory
2026-03-17,3093,Money In,Revenue,deplomacyMall,TO_CONFIRM,3093.0,Inflow,TO_CONFIRM,Inflow
2026-03-17,841,Money In,Revenue,SeaCost2,TO_CONFIRM,841.0,Inflow,TO_CONFIRM,Inflow
2026-03-19,2076,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2076.0,Inventory,TO_CONFIRM,Inventory
2026-03-22,1215,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1215.0,Inventory,TO_CONFIRM,Inventory
2026-03-23,1084,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1084.0,Inventory,TO_CONFIRM,Inventory
2026-03-24,5020,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-5020.0,Inventory,TO_CONFIRM,Inventory
2026-03-25,789,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-789.0,Inventory,TO_CONFIRM,Inventory
2026-03-26,613,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-613.0,Inventory,TO_CONFIRM,Inventory
2026-03-27,338,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-338.0,Owner Draw,TO_CONFIRM,Owner Draw
2026-03-26,840,Money Out,charity,TO_CONFIRM,TO_CONFIRM,-840.0,Operations,TO_CONFIRM,Operations
2026-03-27,100,Money Out,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,-100.0,Review,TO_CONFIRM,Review
2026-03-28,950,Money Out,Rent,HTMall,ايجار,-950.0,Fixed Costs,TO_CONFIRM,Fixed Costs
2026-03-23,2756,Money In,Revenue,deplomacyMall,TO_CONFIRM,2756.0,Inflow,TO_CONFIRM,Inflow
2026-03-23,9865,Money In,Revenue,HTMall,TO_CONFIRM,9865.0,Inflow,TO_CONFIRM,Inflow
2026-03-23,3805,Money In,Revenue,HTLand,TO_CONFIRM,3805.0,Inflow,TO_CONFIRM,Inflow
2026-03-23,3161,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,3161.0,Inflow,TO_CONFIRM,Inflow
2026-03-24,1395,Money In,Revenue,HTMall,TO_CONFIRM,1395.0,Inflow,TO_CONFIRM,Inflow
2026-03-28,2820,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2820.0,Inventory,TO_CONFIRM,Inventory
2026-03-31,2604,Money In,Revenue,deplomacyMall,TO_CONFIRM,2604.0,Inflow,TO_CONFIRM,Inflow
2026-03-31,1553,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,1553.0,Inflow,TO_CONFIRM,Inflow
2026-03-31,3086,Money In,Revenue,HTMall,TO_CONFIRM,3086.0,Inflow,TO_CONFIRM,Inflow
2026-03-31,1081,Money In,Revenue,AlTahaddy,TO_CONFIRM,1081.0,Inflow,TO_CONFIRM,Inflow
2026-03-31,2778,Money In,Revenue,HTLand,TO_CONFIRM,2778.0,Inflow,TO_CONFIRM,Inflow
2026-03-31,350,Money Out,TO_CONFIRM,TO_CONFIRM,نقل اله,-350.0,Review,TO_CONFIRM,Review
2026-03-31,150,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-150.0,Owner Draw,TO_CONFIRM,Owner Draw
2026-04-02,3657,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-3657.0,Inventory,TO_CONFIRM,Inventory
2026-04-04,2000,Money Out,storage,TO_CONFIRM,ايجار مخزن,-2000.0,Fixed Costs,TO_CONFIRM,Fixed Costs
2026-04-04,1225,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1225.0,Inventory,TO_CONFIRM,Inventory
2026-04-06,180,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-180.0,Inventory,TO_CONFIRM,Inventory
2026-04-07,283,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-283.0,Inventory,TO_CONFIRM,Inventory
2026-03-31,1500,Money Out,Ahmed,TO_CONFIRM,TO_CONFIRM,-1500.0,Operations,TO_CONFIRM,Operations
2026-04-08,546,Money Out,TO_CONFIRM,TO_CONFIRM,جزء الى نوري تركيب لصقه,-546.0,Review,TO_CONFIRM,Review
2026-04-09,1355,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1355.0,Inventory,TO_CONFIRM,Inventory
2026-04-11,1651,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,1651.0,Inflow,TO_CONFIRM,Inflow
2026-04-11,2170,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2170.0,Inventory,TO_CONFIRM,Inventory
2026-04-12,3494,Money In,Revenue,AlTahaddy,TO_CONFIRM,3494.0,Inflow,TO_CONFIRM,Inflow
2026-04-12,1810,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1810.0,Inflow,TO_CONFIRM,Inflow
2026-04-14,1575,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1575.0,Inventory,TO_CONFIRM,Inventory
2026-04-14,6568,Money In,Revenue,Istiklal,TO_CONFIRM,6568.0,Inflow,TO_CONFIRM,Inflow
2026-04-15,1888,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1888.0,Inflow,TO_CONFIRM,Inflow
2026-04-15,1008,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1008.0,Inventory,TO_CONFIRM,Inventory
2026-04-16,4312,Money In,Revenue,HTMall,TO_CONFIRM,4312.0,Inflow,TO_CONFIRM,Inflow
2026-04-16,2954,Money In,Revenue,HTLand,TO_CONFIRM,2954.0,Inflow,TO_CONFIRM,Inflow
2026-04-17,1460,Money In,Revenue,AlTahaddy,TO_CONFIRM,1460.0,Inflow,TO_CONFIRM,Inflow
2026-04-17,488,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-488.0,Inventory,TO_CONFIRM,Inventory
2026-04-18,1077,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1077.0,Inflow,TO_CONFIRM,Inflow
2026-04-18,2220,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-2220.0,Inventory,TO_CONFIRM,Inventory
2026-04-19,653,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-653.0,Inventory,TO_CONFIRM,Inventory
2026-04-20,3068,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-3068.0,Inventory,TO_CONFIRM,Inventory
2026-04-22,1000,Money Out,Rent,HTMall,ايجار شهر 4,-1000.0,Fixed Costs,TO_CONFIRM,Fixed Costs
2026-04-23,1700,Money Out,TO_CONFIRM,TO_CONFIRM,لنوري تركيب تصاميم,-1700.0,Review,TO_CONFIRM,Review
2026-04-23,1758,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1758.0,Inflow,TO_CONFIRM,Inflow
2026-04-24,1699,Money In,Revenue,AlTahaddy,TO_CONFIRM,1699.0,Inflow,TO_CONFIRM,Inflow
2026-04-25,2944,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,2944.0,Inflow,TO_CONFIRM,Inflow
2026-04-25,1187,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1187.0,Inflow,TO_CONFIRM,Inflow
2026-04-26,2513,Money In,Revenue,HTMall,TO_CONFIRM,2513.0,Inflow,TO_CONFIRM,Inflow
2026-04-25,1972,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1972.0,Inventory,TO_CONFIRM,Inventory
2026-04-26,1967,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1967.0,Inventory,TO_CONFIRM,Inventory
2026-04-28,400,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-400.0,Inventory,TO_CONFIRM,Inventory
2026-04-28,4680,Money Out,TO_CONFIRM,TO_CONFIRM,شراء دولار,-4680.0,Review,TO_CONFIRM,Review
2026-04-29,900,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-900.0,Inventory,TO_CONFIRM,Inventory
2026-04-29,1566,Money In,Revenue,KhalijUniversity,TO_CONFIRM,1566.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,118,Money Out,TO_CONFIRM,TO_CONFIRM,تفعيل مصرف,-118.0,Review,TO_CONFIRM,Review
2026-04-30,1430,Money Out,Anas,TO_CONFIRM,TO_CONFIRM,-1430.0,Owner Draw,TO_CONFIRM,Owner Draw
2026-04-30,1610,Money In,Revenue,AlTahaddy,TO_CONFIRM,1610.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,2564,Money In,Revenue,HTLand,TO_CONFIRM,2564.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,1276,Money In,Revenue,AlmouasafatHospital,TO_CONFIRM,1276.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,2335,Money In,Revenue,Istiklal,TO_CONFIRM,2335.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,874,Money In,Revenue,HTMall,TO_CONFIRM,874.0,Inflow,TO_CONFIRM,Inflow
2026-04-30,544,Money In,Revenue,KhalijUniversity,TO_CONFIRM,544.0,Inflow,TO_CONFIRM,Inflow
2026-05-01,1488,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1488.0,Inventory,TO_CONFIRM,Inventory
2026-05-02,1201,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-1201.0,Inventory,TO_CONFIRM,Inventory
2026-05-03,827,Money Out,Product Restocking,TO_CONFIRM,TO_CONFIRM,-827.0,Inventory,TO_CONFIRM,Inventory
2026-05-05,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,0.0,Review,TO_CONFIRM,Review
2026-05-14,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,0.0,Review,TO_CONFIRM,Review
2026-05-15,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,TO_CONFIRM,0.0,Review,TO_CONFIRM,Review
